transaction_id,investor_id,transaction_date_id,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
6181,INV002548,20240407,120843,Redemption,199739.0,Haryana,Gurugram,T30,26-35,Male,21.3,Net Banking,Verified
6182,INV002450,20240407,120506,SIP,5285.0,West Bengal,Kolkata,T30,36-45,Female,14.5,UPI,Pending
6183,INV001739,20240407,148568,SIP,2633.0,West Bengal,Kolkata,T30,36-45,Female,45.5,UPI,Verified
6184,INV003712,20240407,119094,Redemption,65563.0,Maharashtra,Pune,T30,46-55,Male,82.6,Net Banking,Verified
6185,INV001883,20240407,125498,SIP,535.0,Maharashtra,Pune,T30,46-55,Male,69.3,Mandate,Verified
6186,INV003743,20240407,119093,SIP,10003.0,West Bengal,Kolkata,T30,46-55,Male,79.9,Net Banking,Verified
6187,INV000723,20240407,119095,Lumpsum,399282.0,Madhya Pradesh,Indore,T30,46-55,Female,31.4,Mandate,Verified
6188,INV000428,20240407,120843,SIP,1091.0,Delhi,Gurugram,T30,36-45,Male,27.2,Mandate,Verified
6189,INV002958,20240407,119094,SIP,24357.0,Punjab,Amritsar,B30,26-35,Male,10.3,UPI,Verified
6190,INV004142,20240407,120841,SIP,53227.0,West Bengal,Kolkata,T30,26-35,Male,12.0,Cheque,Verified
6191,INV000825,20240407,149323,SIP,2169.0,Madhya Pradesh,Bhopal,B30,18-25,Female,5.5,Cheque,Pending
6192,INV003712,20240407,149322,SIP,2322.0,Maharashtra,Pune,T30,46-55,Male,82.6,Net Banking,Verified
6193,INV000458,20240407,120503,Lumpsum,328998.0,Rajasthan,Udaipur,B30,56+,Male,18.9,Mandate,Verified
6194,INV000646,20240407,100025,Lumpsum,316929.0,Uttar Pradesh,Lucknow,T30,26-35,Female,23.9,UPI,Verified
6195,INV002958,20240407,148568,Redemption,77888.0,Punjab,Amritsar,B30,26-35,Male,10.3,Net Banking,Pending
6196,INV000804,20240407,119092,Redemption,371649.0,Karnataka,Mysore,B30,36-45,Male,39.7,Cheque,Verified
6197,INV000500,20240407,119094,Lumpsum,210992.0,West Bengal,Kolkata,T30,26-35,Female,19.9,UPI,Pending
6198,INV002668,20240407,149323,Redemption,270962.0,Delhi,Gurugram,T30,26-35,Male,9.8,UPI,Verified
6199,INV001367,20240407,100025,Lumpsum,81636.0,Maharashtra,Nashik,B30,36-45,Male,32.2,Mandate,Verified
6200,INV002743,20240407,120844,Redemption,442488.0,Haryana,Gurugram,T30,56+,Male,49.8,Cheque,Verified
6201,INV004818,20240407,119551,Lumpsum,372784.0,Maharashtra,Pune,T30,26-35,Male,23.5,Mandate,Verified
6202,INV001737,20240407,102886,SIP,554.0,Telangana,Hyderabad,T30,26-35,Female,10.1,UPI,Verified
6203,INV002045,20240407,119598,Redemption,160642.0,Rajasthan,Jaipur,T30,18-25,Female,3.8,UPI,Verified
6204,INV003325,20240407,120843,SIP,2528.0,Haryana,Faridabad,B30,26-35,Male,17.3,Net Banking,Verified
6205,INV003745,20240407,120503,SIP,2310.0,West Bengal,Kolkata,T30,36-45,Male,17.8,UPI,Verified
6206,INV004738,20240407,100033,SIP,26536.0,Uttar Pradesh,Kanpur,B30,56+,Female,52.6,Net Banking,Verified
6207,INV004673,20240407,119599,SIP,56526.0,Maharashtra,Pune,T30,36-45,Female,39.7,Net Banking,Verified
6208,INV000853,20240407,148567,Lumpsum,324844.0,Punjab,Chandigarh,T30,26-35,Female,8.0,Cheque,Verified
6209,INV002884,20240408,120507,SIP,5071.0,West Bengal,Kolkata,T30,18-25,Male,7.3,Mandate,Verified
6210,INV003202,20240408,118634,SIP,2727.0,Maharashtra,Pune,T30,46-55,Male,48.9,Mandate,Verified
6211,INV001485,20240408,102885,SIP,6205.0,Rajasthan,Jaipur,T30,56+,Female,24.4,Mandate,Verified
6212,INV002602,20240408,100025,Lumpsum,143645.0,Gujarat,Surat,T30,56+,Female,45.7,UPI,Verified
6213,INV004381,20240408,119094,SIP,446.0,West Bengal,Kolkata,T30,46-55,Female,27.2,Mandate,Verified
6214,INV000719,20240408,119552,SIP,45093.0,Tamil Nadu,Coimbatore,B30,18-25,Male,6.8,Mandate,Verified
6215,INV002282,20240408,101207,Redemption,464921.0,West Bengal,Kolkata,T30,36-45,Male,53.7,Net Banking,Verified
6216,INV001397,20240408,149323,SIP,5368.0,Delhi,New Delhi,T30,26-35,Male,20.8,Cheque,Verified
6217,INV004848,20240408,100016,SIP,818.0,Haryana,Gurugram,T30,26-35,Male,15.6,Net Banking,Verified
6218,INV002604,20240408,101208,SIP,3328.0,Maharashtra,Mumbai,T30,36-45,Female,25.5,UPI,Pending
6219,INV004703,20240408,118634,Redemption,217626.0,Gujarat,Ahmedabad,T30,56+,Female,45.6,Cheque,Verified
6220,INV003564,20240408,118632,SIP,575.0,Telangana,Hyderabad,T30,18-25,Male,6.8,Net Banking,Verified
6221,INV001829,20240408,119120,Redemption,316313.0,Punjab,Chandigarh,T30,26-35,Male,22.7,Net Banking,Verified
6222,INV004038,20240408,102887,SIP,57449.0,Gujarat,Surat,T30,26-35,Female,24.6,Mandate,Verified
6223,INV001491,20240408,120505,SIP,24181.0,Tamil Nadu,Chennai,T30,56+,Male,78.5,Net Banking,Verified
6224,INV000195,20240408,120505,SIP,525.0,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Net Banking,Verified
6225,INV004302,20240408,119120,Redemption,361998.0,Karnataka,Mysore,B30,46-55,Male,63.4,Mandate,Verified
6226,INV004653,20240408,100033,Lumpsum,493510.0,Rajasthan,Jaipur,T30,46-55,Female,32.2,Cheque,Verified
6227,INV002917,20240408,119094,SIP,4799.0,Maharashtra,Pune,T30,18-25,Male,6.4,Net Banking,Verified
6228,INV003353,20240408,100016,SIP,5505.0,Rajasthan,Udaipur,B30,26-35,Female,13.3,Cheque,Verified
6229,INV000460,20240408,119120,SIP,10261.0,Delhi,Noida,T30,36-45,Male,47.1,Cheque,Verified
6230,INV000033,20240408,119095,Lumpsum,420147.0,Delhi,New Delhi,T30,36-45,Female,12.4,Net Banking,Verified
6231,INV000979,20240408,119093,SIP,8106.0,Karnataka,Bangalore,T30,26-35,Male,24.7,Mandate,Verified
6232,INV002245,20240408,101207,SIP,3505.0,Karnataka,Mysore,B30,26-35,Female,24.6,UPI,Verified
6233,INV002107,20240408,125497,SIP,2821.0,Telangana,Hyderabad,T30,26-35,Male,18.2,Cheque,Verified
6234,INV002968,20240408,120844,SIP,41568.0,West Bengal,Kolkata,T30,36-45,Female,16.2,Net Banking,Verified
6235,INV002349,20240408,120842,SIP,522.0,Punjab,Amritsar,B30,26-35,Female,9.6,Cheque,Verified
6236,INV001109,20240408,101208,Redemption,292543.0,Delhi,Noida,T30,26-35,Male,18.4,UPI,Verified
6237,INV004616,20240408,119095,Lumpsum,345795.0,West Bengal,Kolkata,T30,26-35,Female,18.1,Mandate,Pending
6238,INV002002,20240408,118632,Lumpsum,68109.0,Gujarat,Ahmedabad,T30,36-45,Female,28.4,Cheque,Verified
6239,INV003984,20240408,118633,SIP,15744.0,Uttar Pradesh,Agra,B30,56+,Female,30.1,UPI,Verified
6240,INV003594,20240408,149324,Redemption,221126.0,Madhya Pradesh,Indore,T30,18-25,Male,5.8,Cheque,Verified
6241,INV001606,20240408,119551,SIP,22655.0,Punjab,Amritsar,B30,26-35,Female,23.4,Net Banking,Verified
6242,INV000796,20240408,118636,Redemption,110375.0,Madhya Pradesh,Indore,T30,18-25,Male,5.0,Cheque,Verified
6243,INV002881,20240408,120504,SIP,54738.0,Uttar Pradesh,Agra,B30,26-35,Female,11.4,UPI,Verified
6244,INV000959,20240408,148569,Lumpsum,119491.0,Haryana,Faridabad,B30,46-55,Male,33.9,Mandate,Verified
6245,INV004813,20240408,148568,Redemption,64668.0,West Bengal,Kolkata,T30,26-35,Male,13.9,Mandate,Verified
6246,INV000267,20240408,118634,SIP,13610.0,Telangana,Hyderabad,T30,26-35,Male,17.7,Cheque,Verified
6247,INV002891,20240408,125497,SIP,54485.0,Haryana,Faridabad,B30,36-45,Female,56.5,Net Banking,Verified
6248,INV003195,20240408,120507,SIP,506.0,Uttar Pradesh,Lucknow,T30,36-45,Female,54.3,Mandate,Verified
6249,INV004341,20240408,148568,SIP,2167.0,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Cheque,Verified
6250,INV002859,20240408,100033,SIP,2070.0,Madhya Pradesh,Indore,T30,26-35,Male,20.1,Mandate,Verified
6251,INV001987,20240408,120503,SIP,2355.0,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,Net Banking,Verified
6252,INV000909,20240408,118633,SIP,4281.0,Haryana,Gurugram,T30,46-55,Female,92.6,Cheque,Verified
6253,INV001793,20240408,119599,SIP,6744.0,Karnataka,Mysore,B30,36-45,Female,22.5,Net Banking,Verified
6254,INV000340,20240408,102886,SIP,3439.0,Delhi,Gurugram,T30,26-35,Female,21.4,Net Banking,Verified
6255,INV003734,20240408,149322,SIP,2226.0,Tamil Nadu,Coimbatore,B30,56+,Male,70.3,Cheque,Verified
6256,INV002200,20240408,119599,SIP,1090.0,Madhya Pradesh,Indore,T30,26-35,Male,23.1,Net Banking,Verified
6257,INV000234,20240408,118633,SIP,50799.0,Tamil Nadu,Coimbatore,B30,26-35,Male,23.8,Cheque,Verified
6258,INV003369,20240408,120843,Redemption,215837.0,Delhi,Noida,T30,26-35,Male,21.4,Mandate,Verified
6259,INV001288,20240408,102885,SIP,47631.0,Telangana,Hyderabad,T30,26-35,Male,21.8,Net Banking,Verified
6260,INV001386,20240408,101207,Redemption,88201.0,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Mandate,Verified
6261,INV002304,20240408,149323,SIP,4104.0,Karnataka,Mysore,B30,46-55,Male,57.7,Cheque,Verified
6262,INV000548,20240408,100016,Redemption,447555.0,Karnataka,Mysore,B30,36-45,Male,53.2,UPI,Verified
6263,INV003790,20240408,125497,Lumpsum,459153.0,Maharashtra,Pune,T30,26-35,Male,10.5,Cheque,Verified
6264,INV003000,20240408,148567,SIP,2374.0,Delhi,Gurugram,T30,36-45,Male,32.3,UPI,Verified
6265,INV002797,20240408,125498,SIP,489.0,Madhya Pradesh,Indore,T30,36-45,Male,54.3,Net Banking,Verified
6266,INV003134,20240408,100033,Lumpsum,478597.0,Telangana,Hyderabad,T30,36-45,Female,41.3,Net Banking,Pending
6267,INV002447,20240408,120506,Lumpsum,453004.0,Telangana,Hyderabad,T30,26-35,Male,21.3,UPI,Verified
6268,INV002286,20240408,149322,Lumpsum,409565.0,Tamil Nadu,Coimbatore,B30,18-25,Male,5.9,Mandate,Verified
6269,INV003772,20240408,119120,SIP,7551.0,Punjab,Amritsar,B30,18-25,Female,6.8,Mandate,Verified
6270,INV004243,20240408,119551,SIP,405.0,Punjab,Amritsar,B30,36-45,Female,38.7,Mandate,Verified
6271,INV000278,20240408,149323,Redemption,92541.0,Rajasthan,Jaipur,T30,26-35,Male,22.1,Cheque,Verified
6272,INV004114,20240408,120844,SIP,8213.0,Tamil Nadu,Coimbatore,B30,26-35,Male,9.4,Net Banking,Verified
6273,INV003945,20240408,148568,Lumpsum,219364.0,Gujarat,Ahmedabad,T30,46-55,Female,48.3,Net Banking,Verified
6274,INV003726,20240408,120506,SIP,523.0,Tamil Nadu,Coimbatore,B30,26-35,Male,24.1,Mandate,Verified
6275,INV002614,20240408,149323,Redemption,190814.0,Punjab,Chandigarh,T30,36-45,Male,13.2,Net Banking,Verified
6276,INV000907,20240408,125497,SIP,6328.0,Karnataka,Bangalore,T30,46-55,Female,64.5,Mandate,Verified
6277,INV000731,20240408,100033,Lumpsum,197640.0,Rajasthan,Jaipur,T30,18-25,Male,7.1,Net Banking,Verified
6278,INV001163,20240408,120503,Lumpsum,315702.0,Karnataka,Mysore,B30,26-35,Male,10.2,Mandate,Verified
6279,INV002108,20240408,100025,SIP,46665.0,Gujarat,Ahmedabad,T30,46-55,Male,35.0,UPI,Verified
6280,INV003563,20240408,119598,SIP,1045.0,Haryana,Gurugram,T30,46-55,Male,41.8,Mandate,Verified
6281,INV004099,20240408,118633,Redemption,374566.0,West Bengal,Kolkata,T30,26-35,Male,22.6,Mandate,Verified
6282,INV004110,20240409,120843,SIP,22718.0,West Bengal,Kolkata,T30,18-25,Male,5.5,Net Banking,Verified
6283,INV003715,20240409,118633,Lumpsum,258649.0,Punjab,Amritsar,B30,18-25,Male,5.8,Mandate,Verified
6284,INV000889,20240409,102886,SIP,2257.0,Maharashtra,Mumbai,T30,18-25,Male,6.2,Cheque,Verified
6285,INV000749,20240409,125498,Redemption,155561.0,Uttar Pradesh,Kanpur,B30,36-45,Male,36.1,Cheque,Verified
6286,INV003417,20240409,100033,SIP,3476.0,Karnataka,Mysore,B30,26-35,Male,17.6,UPI,Verified
6287,INV002295,20240409,148567,SIP,45149.0,Telangana,Hyderabad,T30,26-35,Female,17.9,Net Banking,Verified
6288,INV002171,20240409,120844,SIP,12631.0,Telangana,Hyderabad,T30,56+,Male,21.8,Net Banking,Verified
6289,INV003110,20240409,118635,Redemption,502027.0,Rajasthan,Jaipur,T30,26-35,Male,9.0,Cheque,Verified
6290,INV001155,20240409,119095,SIP,2612.0,Telangana,Hyderabad,T30,26-35,Female,16.7,Net Banking,Verified
6291,INV001650,20240409,118634,SIP,11336.0,Madhya Pradesh,Indore,T30,36-45,Male,38.1,UPI,Verified
6292,INV003159,20240409,119551,Lumpsum,414748.0,Punjab,Amritsar,B30,36-45,Male,25.9,Cheque,Verified
6293,INV000862,20240409,120507,SIP,44310.0,Uttar Pradesh,Agra,B30,26-35,Female,24.4,Cheque,Verified
6294,INV000315,20240409,119095,SIP,12078.0,Telangana,Hyderabad,T30,18-25,Male,3.2,Mandate,Verified
6295,INV002035,20240409,118634,SIP,58146.0,Tamil Nadu,Chennai,T30,36-45,Male,12.2,Cheque,Verified
6296,INV003897,20240409,119120,SIP,11982.0,Tamil Nadu,Coimbatore,B30,26-35,Male,24.0,Net Banking,Verified
6297,INV002590,20240409,118635,SIP,13597.0,West Bengal,Kolkata,T30,36-45,Male,45.1,Net Banking,Pending
6298,INV000249,20240409,149324,SIP,57518.0,Punjab,Amritsar,B30,26-35,Male,13.4,UPI,Verified
6299,INV002319,20240409,119599,SIP,3512.0,Karnataka,Mysore,B30,26-35,Male,8.7,Cheque,Verified
6300,INV000095,20240409,100016,Lumpsum,525882.0,West Bengal,Kolkata,T30,18-25,Male,6.5,Cheque,Verified
6301,INV002705,20240409,119094,Lumpsum,269843.0,Uttar Pradesh,Lucknow,T30,46-55,Female,90.6,UPI,Verified
6302,INV003835,20240409,120505,SIP,997.0,Delhi,Noida,T30,36-45,Female,58.3,UPI,Pending
6303,INV002404,20240409,149323,SIP,43070.0,Madhya Pradesh,Bhopal,B30,18-25,Female,7.5,Cheque,Pending
6304,INV003014,20240409,149322,SIP,58580.0,Karnataka,Bangalore,T30,26-35,Female,12.3,Mandate,Verified
6305,INV004146,20240409,100033,Lumpsum,466993.0,Uttar Pradesh,Agra,B30,56+,Male,40.7,Mandate,Verified
6306,INV004466,20240409,119552,SIP,2413.0,Gujarat,Surat,T30,18-25,Female,3.7,UPI,Verified
6307,INV001206,20240409,120841,Lumpsum,476784.0,Delhi,Noida,T30,26-35,Male,11.7,Cheque,Verified
6308,INV001822,20240409,119598,SIP,914.0,Gujarat,Ahmedabad,T30,36-45,Male,59.6,Mandate,Verified
6309,INV001202,20240409,149323,SIP,7555.0,Karnataka,Bangalore,T30,26-35,Male,11.3,Cheque,Verified
6310,INV003311,20240409,100016,SIP,2266.0,Madhya Pradesh,Bhopal,B30,26-35,Male,9.5,UPI,Verified
6311,INV001434,20240409,120841,SIP,17975.0,Maharashtra,Mumbai,T30,46-55,Male,92.6,Mandate,Verified
6312,INV004739,20240409,118632,Lumpsum,329759.0,Delhi,Gurugram,T30,18-25,Male,3.2,Net Banking,Verified
6313,INV001822,20240409,100025,Lumpsum,357526.0,Gujarat,Ahmedabad,T30,36-45,Male,59.6,UPI,Verified
6314,INV004823,20240409,102885,SIP,22267.0,Rajasthan,Jaipur,T30,36-45,Female,52.6,Mandate,Verified
6315,INV000140,20240409,120503,SIP,1050.0,Punjab,Amritsar,B30,56+,Male,74.0,UPI,Verified
6316,INV001320,20240409,120505,SIP,23700.0,Punjab,Amritsar,B30,36-45,Male,31.8,UPI,Verified
6317,INV001320,20240409,101208,Lumpsum,148438.0,Punjab,Amritsar,B30,36-45,Male,31.8,Net Banking,Pending
6318,INV003238,20240409,148567,SIP,54602.0,Telangana,Hyderabad,T30,26-35,Male,24.1,Net Banking,Verified
6319,INV003638,20240409,125497,SIP,23586.0,West Bengal,Kolkata,T30,56+,Male,27.1,Net Banking,Verified
6320,INV002737,20240409,120841,Redemption,375927.0,Gujarat,Ahmedabad,T30,18-25,Female,5.4,Cheque,Verified
6321,INV003220,20240409,102886,Lumpsum,224294.0,Madhya Pradesh,Bhopal,B30,26-35,Male,7.6,UPI,Pending
6322,INV003748,20240409,120505,SIP,2051.0,Madhya Pradesh,Indore,T30,46-55,Male,66.4,UPI,Verified
6323,INV003286,20240409,120506,SIP,1150.0,Tamil Nadu,Chennai,T30,36-45,Female,41.2,Cheque,Verified
6324,INV001115,20240409,119551,SIP,12519.0,Uttar Pradesh,Kanpur,B30,26-35,Male,20.7,Cheque,Verified
6325,INV000374,20240409,119552,Redemption,183733.0,West Bengal,Kolkata,T30,18-25,Female,4.1,Mandate,Verified
6326,INV004631,20240409,125497,SIP,9293.0,Tamil Nadu,Chennai,T30,36-45,Female,20.2,Cheque,Verified
6327,INV004151,20240409,118635,SIP,1733.0,Karnataka,Mysore,B30,26-35,Male,21.6,Cheque,Pending
6328,INV001716,20240409,101208,SIP,2073.0,Haryana,Gurugram,T30,36-45,Male,45.0,UPI,Verified
6329,INV000204,20240409,102886,Lumpsum,178374.0,Punjab,Chandigarh,T30,36-45,Male,17.7,Net Banking,Verified
6330,INV001999,20240409,148569,SIP,1754.0,Rajasthan,Udaipur,B30,18-25,Male,5.8,Net Banking,Verified
6331,INV001104,20240409,120843,Redemption,179745.0,Haryana,Gurugram,T30,26-35,Male,14.9,UPI,Verified
6332,INV001015,20240409,120844,Lumpsum,411498.0,Haryana,Gurugram,T30,36-45,Female,21.1,Net Banking,Verified
6333,INV002207,20240409,149322,SIP,58720.0,Madhya Pradesh,Indore,T30,26-35,Female,6.6,UPI,Verified
6334,INV001218,20240409,120504,SIP,2426.0,Madhya Pradesh,Bhopal,B30,36-45,Male,21.1,Mandate,Verified
6335,INV003502,20240409,120506,Lumpsum,238770.0,Punjab,Amritsar,B30,56+,Female,20.5,Mandate,Verified
6336,INV002546,20240409,148568,SIP,2427.0,Gujarat,Surat,T30,26-35,Male,19.3,Cheque,Verified
6337,INV004969,20240409,149324,SIP,13219.0,Karnataka,Bangalore,T30,36-45,Male,40.2,Cheque,Pending
6338,INV000602,20240409,149324,Lumpsum,280701.0,West Bengal,Kolkata,T30,18-25,Male,8.0,Cheque,Verified
6339,INV003824,20240409,118635,Lumpsum,311962.0,Telangana,Hyderabad,T30,26-35,Male,9.4,Net Banking,Verified
6340,INV001223,20240409,119551,Lumpsum,393909.0,Punjab,Amritsar,B30,56+,Male,46.0,Cheque,Verified
6341,INV004914,20240409,101207,SIP,7905.0,Karnataka,Mysore,B30,26-35,Female,13.4,Cheque,Verified
6342,INV000290,20240410,149322,SIP,2480.0,Punjab,Chandigarh,T30,26-35,Male,17.9,Cheque,Verified
6343,INV000625,20240410,118634,Redemption,294562.0,Rajasthan,Jaipur,T30,46-55,Female,19.7,Mandate,Verified
6344,INV004174,20240410,148567,SIP,51823.0,Rajasthan,Udaipur,B30,18-25,Male,4.7,UPI,Verified
6345,INV004739,20240410,118636,SIP,59814.0,Delhi,Gurugram,T30,18-25,Male,3.2,UPI,Verified
6346,INV003048,20240410,119598,Redemption,525045.0,Rajasthan,Jaipur,T30,26-35,Female,20.6,UPI,Verified
6347,INV002828,20240410,101207,SIP,5328.0,West Bengal,Kolkata,T30,26-35,Male,21.8,Mandate,Verified
6348,INV003272,20240410,125498,SIP,46404.0,Uttar Pradesh,Kanpur,B30,26-35,Male,21.8,UPI,Verified
6349,INV002149,20240410,125497,Lumpsum,301364.0,Tamil Nadu,Coimbatore,B30,26-35,Male,21.8,Cheque,Verified
6350,INV002596,20240410,120843,SIP,1757.0,Maharashtra,Pune,T30,26-35,Male,16.2,Cheque,Verified
6351,INV001183,20240410,120503,SIP,2604.0,West Bengal,Kolkata,T30,46-55,Male,79.9,Net Banking,Verified
6352,INV001506,20240410,125498,Redemption,236123.0,Delhi,Noida,T30,26-35,Female,16.0,Cheque,Verified
6353,INV000530,20240410,149323,SIP,13875.0,West Bengal,Kolkata,T30,18-25,Male,5.3,Cheque,Verified
6354,INV001482,20240410,125497,SIP,2630.0,Madhya Pradesh,Indore,T30,46-55,Female,87.0,Mandate,Verified
6355,INV001671,20240410,119093,SIP,1641.0,Punjab,Chandigarh,T30,56+,Male,31.2,Net Banking,Verified
6356,INV004769,20240410,148567,SIP,585.0,Punjab,Amritsar,B30,46-55,Female,25.3,Net Banking,Verified
6357,INV001785,20240410,119120,SIP,915.0,Karnataka,Mysore,B30,26-35,Male,14.5,Mandate,Verified
6358,INV004256,20240410,120503,SIP,427.0,Karnataka,Mysore,B30,26-35,Male,22.3,Cheque,Verified
6359,INV000446,20240410,148567,SIP,8542.0,Rajasthan,Jaipur,T30,26-35,Female,23.8,Net Banking,Verified
6360,INV001672,20240410,102885,Redemption,276591.0,Maharashtra,Pune,T30,18-25,Male,5.4,Cheque,Verified
6361,INV001789,20240410,148568,Lumpsum,343120.0,Gujarat,Surat,T30,18-25,Male,4.4,UPI,Pending
6362,INV001923,20240410,119598,Redemption,226525.0,Gujarat,Surat,T30,18-25,Female,4.0,Mandate,Verified
6363,INV003463,20240410,118633,Redemption,56807.0,Uttar Pradesh,Kanpur,B30,26-35,Male,14.1,Cheque,Verified
6364,INV003352,20240410,118633,Redemption,254675.0,Maharashtra,Mumbai,T30,36-45,Male,59.3,Mandate,Verified
6365,INV001260,20240410,120504,SIP,15438.0,Delhi,Gurugram,T30,26-35,Male,23.4,UPI,Verified
6366,INV003570,20240410,119120,Redemption,492873.0,Delhi,New Delhi,T30,26-35,Male,12.3,Cheque,Verified
6367,INV003304,20240410,118634,Lumpsum,396379.0,Telangana,Hyderabad,T30,18-25,Female,4.8,Net Banking,Verified
6368,INV000495,20240410,102885,SIP,21556.0,Gujarat,Surat,T30,26-35,Female,7.6,Net Banking,Verified
6369,INV001538,20240410,120505,Lumpsum,175442.0,Madhya Pradesh,Bhopal,B30,18-25,Female,3.1,Mandate,Verified
6370,INV001493,20240410,118634,Redemption,18129.0,Karnataka,Mysore,B30,18-25,Female,3.2,Mandate,Verified
6371,INV001972,20240410,120844,SIP,2190.0,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Net Banking,Verified
6372,INV004925,20240410,119095,SIP,6225.0,Maharashtra,Pune,T30,18-25,Female,5.4,Mandate,Verified
6373,INV000487,20240410,125497,SIP,9708.0,Telangana,Hyderabad,T30,36-45,Male,41.7,Cheque,Verified
6374,INV002318,20240410,118636,Lumpsum,66426.0,Tamil Nadu,Chennai,T30,36-45,Male,21.1,Cheque,Verified
6375,INV000547,20240410,120842,SIP,2827.0,West Bengal,Kolkata,T30,26-35,Male,16.6,Net Banking,Verified
6376,INV000496,20240410,125497,SIP,1719.0,Maharashtra,Mumbai,T30,36-45,Male,14.3,Net Banking,Verified
6377,INV004600,20240410,118633,Redemption,125168.0,West Bengal,Kolkata,T30,46-55,Female,35.5,Mandate,Verified
6378,INV001810,20240410,101207,Lumpsum,200271.0,Uttar Pradesh,Kanpur,B30,26-35,Female,10.1,Mandate,Verified
6379,INV002749,20240410,119094,Lumpsum,118324.0,West Bengal,Kolkata,T30,46-55,Female,58.7,Mandate,Verified
6380,INV003481,20240410,119093,SIP,47070.0,Punjab,Chandigarh,T30,46-55,Male,90.9,Net Banking,Verified
6381,INV000228,20240410,118632,SIP,24772.0,Karnataka,Bangalore,T30,26-35,Male,7.2,UPI,Verified
6382,INV002429,20240410,119552,SIP,2043.0,Rajasthan,Udaipur,B30,26-35,Male,11.2,Mandate,Verified
6383,INV001587,20240410,119598,SIP,2663.0,Punjab,Chandigarh,T30,26-35,Male,22.3,UPI,Verified
6384,INV001262,20240410,102885,Redemption,316379.0,Karnataka,Bangalore,T30,26-35,Male,14.0,UPI,Verified
6385,INV004692,20240410,119598,SIP,4957.0,Madhya Pradesh,Bhopal,B30,26-35,Male,11.6,Cheque,Verified
6386,INV004367,20240410,120841,SIP,2331.0,Karnataka,Mysore,B30,26-35,Female,8.3,Net Banking,Verified
6387,INV004533,20240410,119599,Lumpsum,306087.0,Gujarat,Ahmedabad,T30,36-45,Male,51.5,Net Banking,Verified
6388,INV000933,20240410,119093,Lumpsum,210708.0,Rajasthan,Jaipur,T30,36-45,Female,14.9,Mandate,Verified
6389,INV001890,20240410,120843,SIP,406.0,Madhya Pradesh,Bhopal,B30,26-35,Male,21.9,Cheque,Verified
6390,INV001422,20240410,118636,SIP,9559.0,Punjab,Amritsar,B30,36-45,Male,38.6,Net Banking,Verified
6391,INV004367,20240410,148569,SIP,8247.0,Karnataka,Mysore,B30,26-35,Female,8.3,UPI,Verified
6392,INV001210,20240410,118632,SIP,7325.0,Uttar Pradesh,Agra,B30,36-45,Male,25.5,Net Banking,Verified
6393,INV004376,20240410,120841,Lumpsum,24310.0,West Bengal,Kolkata,T30,46-55,Female,92.6,UPI,Verified
6394,INV004128,20240410,120506,Lumpsum,294365.0,Haryana,Faridabad,B30,18-25,Male,3.3,Cheque,Verified
6395,INV001558,20240410,149323,SIP,1159.0,West Bengal,Kolkata,T30,56+,Female,23.8,Mandate,Verified
6396,INV004698,20240410,149323,SIP,26613.0,Gujarat,Surat,T30,36-45,Female,39.2,Net Banking,Verified
6397,INV003533,20240410,120506,Redemption,434618.0,Telangana,Hyderabad,T30,56+,Female,11.4,UPI,Verified
6398,INV002006,20240410,100016,SIP,1830.0,Punjab,Chandigarh,T30,26-35,Male,15.3,Cheque,Verified
6399,INV000884,20240410,149324,SIP,1133.0,Delhi,Gurugram,T30,18-25,Female,6.4,Mandate,Verified
6400,INV001712,20240410,102885,SIP,4061.0,West Bengal,Kolkata,T30,18-25,Male,6.2,Mandate,Verified
6401,INV002234,20240410,148567,SIP,50787.0,Rajasthan,Jaipur,T30,26-35,Male,24.5,Mandate,Verified
6402,INV000674,20240410,119599,Lumpsum,38622.0,Rajasthan,Udaipur,B30,26-35,Female,12.5,Net Banking,Verified
6403,INV001039,20240410,120844,SIP,4921.0,Gujarat,Surat,T30,36-45,Male,12.8,Net Banking,Verified
6404,INV003451,20240410,125497,SIP,594.0,Punjab,Amritsar,B30,18-25,Female,5.2,Net Banking,Verified
6405,INV002692,20240410,101206,Redemption,381920.0,West Bengal,Kolkata,T30,26-35,Male,16.7,Mandate,Verified
6406,INV004619,20240410,120506,SIP,56903.0,Gujarat,Ahmedabad,T30,46-55,Male,47.9,Cheque,Verified
6407,INV003297,20240410,125497,Lumpsum,456522.0,Madhya Pradesh,Bhopal,B30,36-45,Female,16.3,Cheque,Verified
6408,INV002036,20240410,101207,Lumpsum,380578.0,Madhya Pradesh,Indore,T30,26-35,Male,23.2,Net Banking,Verified
6409,INV001361,20240410,119552,Lumpsum,416738.0,West Bengal,Kolkata,T30,26-35,Female,21.1,Mandate,Verified
6410,INV004910,20240410,119095,Lumpsum,396160.0,Karnataka,Mysore,B30,26-35,Female,22.7,Net Banking,Verified
6411,INV001971,20240411,148568,SIP,16034.0,Gujarat,Ahmedabad,T30,26-35,Male,21.0,Cheque,Verified
